name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age,review1_name,review1_rating,review1_text,review2_name,review2_rating,review2_text,review3_name,review3_rating,review3_text,review4_name,review4_rating,review4_text,review5_name,review5_rating,review5_text
"Beyond Dental and Implant Center Dallas, TX","
13655 Preston Rd #100, Dallas, TX 75240, United States",Dallas Core,DFW,+1 214-357-6100,https://www.beyondsmiles.com/?utm_source=maps&utm_medium=organic&utm_campaign=PDM+dallastx&utm_content=website,4.7,324,Dental implants provider,Show open hours for the week,"https://www.google.com/maps/place/Beyond+Dental+and+Implant+Center+Dallas,+TX/data=!4m7!3m6!1s0x864c1e0fbc877fab:0x7a8e66c52b6e05d4!8m2!3d32.9346553!4d-96.8043256!16s%2Fg%2F1tdf1s28!19sChIJq3-HvA8eTIYR1AVuK8Vmjno?authuser=0&hl=en&rclk=1",dentist North Dallas TX,2026-02-27T17:44:36.159234,,,,324,,,0,no,Website error: Page.goto: net::ERR_TOO_MANY_REDIRECTS at https://,1a,Leaky Funnel - No Booking,Group,No reviews,,,,,,,,,,,,,,,,
Texas Center for Oral Surgery & Dental Implants,"
14856 Preston Rd #104, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-436-1513,https://www.oralsurgerytexas.com/locations/oral-surgeon-in-dallas-tx/?utm_source=maps&utm_medium=organic&utm_campaign=PDM+dallas+tx&utm_content=website,4.9,731,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Texas+Center+for+Oral+Surgery+%26+Dental+Implants/data=!4m7!3m6!1s0x864c210f8b75ecad:0x93b741f6f9f28460!8m2!3d32.950861!4d-96.8027314!16s%2Fg%2F1tfgk6h5!19sChIJrex1iw8hTIYRYITy-fZBt5M?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:44:59.615231,https://www.facebook.com/OralSurgeryTexas,https://www.instagram.com/OralSurgeryTexas,,731,50,,9,no,Large team (50 doctors),1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Luxuri Dental,"
10910 N Central Expy suite 100, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-429-3534,http://www.luxuridental.com/,4.8,439,Dentist,Show open hours for the week,https://www.google.com/maps/place/Luxuri+Dental/data=!4m7!3m6!1s0x864c21679050fed9:0x756a514421c197dd!8m2!3d32.8974951!4d-96.7683963!16s%2Fg%2F11t88kfs3r!19sChIJ2f5QkGchTIYR3ZfBIURRanU?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:45:04.239506,https://www.facebook.com/p/Luxuri-Dental-61572646171826,https://www.instagram.com/luxuridental,https://www.tiktok.com/@luxuridental,439,5,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Forest Lane Dental of Northwest Dallas,"
11722 Marsh Ln #349, Dallas, TX 75229, United States",Dallas Core,DFW,+1 214-350-1425,https://forestlanedentaldallas.com/,4.8,245,Dentist,Show open hours for the week,https://www.google.com/maps/place/Forest+Lane+Dental+of+Northwest+Dallas/data=!4m7!3m6!1s0x864c27418d1b80ed:0x8076270dccd2415!8m2!3d32.9084951!4d-96.8524971!16s%2Fg%2F1td05g5z!19sChIJ7YAbjUEnTIYRFSTN3HBiBwg?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:45:13.034023,https://www.facebook.com/ForestLaneDental,https://www.instagram.com/forestlanedental,,245,2,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Preston Modern Dentistry,"
14891 Preston Rd Ste 200, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-661-2766,https://www.prestonmoderndentistry.com/?sc_cid=GBP%3AO%3AGP%3A718%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTEwMjkzMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,375,Dentist,Show open hours for the week,https://www.google.com/maps/place/Preston+Modern+Dentistry/data=!4m7!3m6!1s0x864c21100d0c72c3:0x694e46c54c7e3b64!8m2!3d32.950736!4d-96.804295!16s%2Fg%2F1td0nf71!19sChIJw3IMDRAhTIYRZDt-TMVGTmk?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:45:19.386664,,,,375,,,2,no,No social media; No mobile viewport; Thin content,1,Leaky Funnel,Unknown,No reviews,,,,,,,,,,,,,,,,
Lalangas Family Dentistry,"
17475 Preston Rd, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-534-6008,https://cosmeticdentistdallastx.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,5.0,229,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lalangas+Family+Dentistry/data=!4m7!3m6!1s0x864c23e7d85825d9:0xcb62ef695d01075f!8m2!3d32.9909114!4d-96.802228!16s%2Fg%2F11sstxv7s3!19sChIJ2SVY2OcjTIYRXwcBXWnvYss?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:45:31.653268,,,,229,,,4,no,No social media; Thin content,1a,Leaky Funnel - No Booking,Group,No reviews,,,,,,,,,,,,,,,,
Preston Family Dentistry,"
17000 Preston Rd STE 170, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-447-9707,http://www.prestonfamilydentistry.com/,4.9,256,Dentist,Show open hours for the week,https://www.google.com/maps/place/Preston+Family+Dentistry/data=!4m7!3m6!1s0x864c23d0d0136c61:0xc58617359c12b1d!8m2!3d32.9814826!4d-96.8038693!16s%2Fg%2F1tfsnd5t!19sChIJYWwT0NAjTIYRHSvBWXNhWAw?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:45:51.295095,https://www.facebook.com/PrestonFamilyDentistry,,,256,22,,9,yes,Has online booking; Large team (22 doctors); Facebook only; No SSL; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Jefferson Dental & Orthodontics - North Dallas Dentist,"
8030 Spring Valley Rd, Dallas, TX 75240, United States",Dallas Core,DFW,+1 972-619-6093,https://www.jeffersondentalclinics.com/clinics/richardson/?utm_source=organic&utm_medium=gmb09-RI,4.2,837,Dentist,Show open hours for the week,https://www.google.com/maps/place/Jefferson+Dental+%26+Orthodontics+-+North+Dallas+Dentist/data=!4m7!3m6!1s0x864c2035276a10e9:0x3427c7be95e9abe8!8m2!3d32.9389405!4d-96.7677535!16s%2Fg%2F1thpx71s!19sChIJ6RBqJzUgTIYR6Kvplb7HJzQ?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:46:02.285037,https://www.facebook.com/jeffersondental,https://www.instagram.com/jeffersondental,https://www.tiktok.com/@jefferson_dental,837,9,,9,no,Large team (9 doctors),1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Dallas Dentist - Village Dental Care,"
7120 Campbell Rd #109, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-992-5223,https://www.villagedentaldallas.com/,4.9,415,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dallas+Dentist+-+Village+Dental+Care/data=!4m7!3m6!1s0x864c218429e09c6b:0xac9afab6626297d2!8m2!3d32.978321!4d-96.7844314!16s%2Fg%2F1tg_m0k0!19sChIJa5zgKYQhTIYR0pdiYrb6mqw?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:46:12.306964,,,,415,,,5,no,No social media,1a,Leaky Funnel - No Booking,Group,No reviews,,,,,,,,,,,,,,,,
Preston Smiles Family Dentistry,"
18800 Preston Rd #311, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-468-1401,http://www.prestonsmilesdfw.com/,5.0,99,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Preston+Smiles+Family+Dentistry/data=!4m7!3m6!1s0x864c23ca85695a0f:0xe8d2b15767648341!8m2!3d33.005889!4d-96.7945856!16s%2Fg%2F12335r247!19sChIJD1pphcojTIYRQYNkZ1ex0ug?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:46:29.308468,https://www.facebook.com/pg/PrestonSmilesFamilyDentistry/reviews,,,99,5,,9,yes,Has online booking; Facebook only; No SSL; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Vibrant Dental Care,"
17721 Dallas Pkwy #106, Dallas, TX 75287, United States",Dallas Core,DFW,+1 469-914-5940,http://vibrantdentalcare.com/,4.2,173,Dentist,Show open hours for the week,https://www.google.com/maps/place/Vibrant+Dental+Care/data=!4m7!3m6!1s0x864c23f90a41829f:0xa98e8b99955e9163!8m2!3d32.99053!4d-96.831406!16s%2Fg%2F11c2nqsxkm!19sChIJn4JBCvkjTIYRY5FelZmLjqk?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:46:36.493906,http://www.facebook.com/envato,,,173,22,,6,no,Large team (22 doctors); Facebook only; No SSL,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Leyla Nourian,"
6210 Campbell Rd #160, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-818-2244,http://www.nouriandental.com/,4.8,194,Dentist,Show open hours for the week,https://www.google.com/maps/place/Leyla+Nourian/data=!4m7!3m6!1s0x864c2162c4e0f507:0x5ed369c664563481!8m2!3d32.981842!4d-96.8022842!16s%2Fg%2F1tc_rdy6!19sChIJB_XgxGIhTIYRgTRWZMZp014?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:46:49.282933,http://www.facebook.com/2008/fbml,http://instagram.com/nouriandental,,194,22,,8,yes,Has online booking; Large team (22 doctors); No SSL,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Loftus Family Dentistry,"
15850 Dallas Pkwy, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-587-4020,https://www.loftusdds.com/,4.8,82,Dentist,Show open hours for the week,https://www.google.com/maps/place/Loftus+Family+Dentistry/data=!4m7!3m6!1s0x864c2146c13e79df:0x7558bbf4ecb913ab!8m2!3d32.9645074!4d-96.8206729!16s%2Fg%2F1ptx8rm9q!19sChIJ33k-wUYhTIYRqxO57PS7WHU?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:46:54.315975,,,,82,,,4,no,No social media; No mobile viewport,1a,Leaky Funnel - No Booking,Group,No reviews,,,,,,,,,,,,,,,,
"Smile Lab Dallas | Dr. Parihan Tamkin, DDS","
11661 Preston Rd STE 141B, Dallas, TX 75230, United States",Dallas Core,DFW,+1 214-377-9011,https://www.smilelabdallas.com/,4.9,229,Dentist,,"https://www.google.com/maps/place/Smile+Lab+Dallas+%7C+Dr.+Parihan+Tamkin,+DDS/data=!4m7!3m6!1s0x864c21d5d84bcbc3:0xe1d22351b725584!8m2!3d32.9072689!4d-96.8054267!16s%2Fg%2F11fskddpq2!19sChIJw8tL2NUhTIYRhFVyGzUiHQ4?authuser=0&hl=en&rclk=1",dentist North Dallas TX,2026-02-27T17:46:58.814174,https://www.facebook.com/perry.t27,https://www.instagram.com/dr_parihan_tamkin,https://www.tiktok.com/@smilelabdallas,229,12,,8,yes,Has online booking; Large team (12 doctors); Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Ideal Dental Addison,"
5100 Belt Line Rd Ste 312, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-980-8500,https://www.myidealdental.com/addison/?utm_source=organic&utm_medium=soci&utm_campaign=websiteurl,4.4,744,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ideal+Dental+Addison/data=!4m7!3m6!1s0x864c213afe96a195:0xf81eccb01a5d7694!8m2!3d32.9503935!4d-96.822591!16s%2Fg%2F11btmb399w!19sChIJlaGW_johTIYRlHZdGrDMHvg?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:47:11.011855,https://facebook.com/DecaDentalGroup,https://instagram.com/decadentalgroup,,744,15,,9,no,Large team (15 doctors),1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Prima Dental,"
4043 E Trinity Mls Rd Ste 101, Dallas, TX 75287, United States",Dallas Core,DFW,+1 972-306-2121,http://prima.dental/,4.9,83,Dentist,Show open hours for the week,https://www.google.com/maps/place/Prima+Dental/data=!4m7!3m6!1s0x864c24048658d7f1:0xe995267b83f30c4a!8m2!3d32.987564!4d-96.844142!16s%2Fg%2F1tklqy_g!19sChIJ8ddYhgQkTIYRSgzzg3smlek?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:47:34.305293,,,,83,,,3,no,No social media; No SSL; Thin content,1,Leaky Funnel,Unknown,No reviews,,,,,,,,,,,,,,,,
Dallas Center for Oral Health & Wellness,"
7777 Forest Ln Building A Suite #309, Dallas, TX 75230, United States",Dallas Core,DFW,+1 972-301-2740,http://www.yourprettysmile.com/,4.9,245,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dallas+Center+for+Oral+Health+%26+Wellness/data=!4m7!3m6!1s0x864c17683447ab59:0xda119f4cc0bb2914!8m2!3d32.9119233!4d-96.7736585!16s%2Fg%2F1hjgz7pf8!19sChIJWatHNGgXTIYRFCm7wEyfEdo?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:47:40.455924,https://www.facebook.com/dcohw,https://www.instagram.com/dallas_center_for_oral_health,,245,23,,7,no,Large team (23 doctors); No SSL,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Mark A. Venincasa DDS,"
17330 Preston Rd #116D, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-250-2580,https://www.venincasadental.com/?utm_source=Google%20My%20Business&utm_medium=Local%20Optimization,5.0,294,Dentist,Show open hours for the week,https://www.google.com/maps/place/Mark+A.+Venincasa+DDS/data=!4m7!3m6!1s0x864c23d76cb08585:0xa8747097202970e4!8m2!3d32.987626!4d-96.801649!16s%2Fg%2F1tgyx34y!19sChIJhYWwbNcjTIYR5HApIJdwdKg?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:47:48.080362,https://www.facebook.com/mark.venincasa.dental.dallas.17330.preston.road,,,294,11,,8,yes,Has online booking; Large team (11 doctors); Facebook only,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Smiley Dental,"
6464 Northwest Hwy, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-368-4331,https://www.smileydental.net/location/medallion-center/?utm_source=google&utm_medium=organic&utm_campaign=gmb_profile,4.8,350,Dentist,Show open hours for the week,https://www.google.com/maps/place/Smiley+Dental/data=!4m7!3m6!1s0x864e9f812562a0ad:0x497c64aad18e6dc5!8m2!3d32.8568447!4d-96.7525177!16s%2Fg%2F1tm8k_gw!19sChIJraBiJYGfToYRxW2O0apkfEk?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:04.111720,https://www.facebook.com/SmileyDentalGarlandRd,,,350,5,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Cowdin Cosmetic Dentistry,"
17300 Preston Rd Ste 100, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-380-6223,https://cowdincosmeticdentistry.com/?utm_source=Google&utm_medium=social&utm_term=Cosmetic+Dentist+Far+North+Dallas,4.9,413,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Cowdin+Cosmetic+Dentistry/data=!4m7!3m6!1s0x864c23d7a66c36ef:0x6bc77e6236be2978!8m2!3d32.9860343!4d-96.8013585!16s%2Fg%2F1w6r8pcv!19sChIJ7zZsptcjTIYReCm-NmJ-x2s?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:11.985880,https://www.facebook.com/CowdinCosmeticDentistry,https://www.instagram.com/cowdincosmeticdentistry,,413,12,,10,yes,Has online booking; Large team (12 doctors); Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
CR Dental Group,"
7777 Forest Ln Suite C-104, Dallas, TX 75230, United States",Dallas Core,DFW,+1 972-566-4990,https://www.crdentalgroup.com/,5.0,328,Dentist,Show open hours for the week,https://www.google.com/maps/place/CR+Dental+Group/data=!4m7!3m6!1s0x864c206d2f3592c3:0xf1c6fdcb42546187!8m2!3d32.9115554!4d-96.7724124!16s%2Fg%2F1tdfj26_!19sChIJw5I1L20gTIYRh2FUQsv9xvE?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:19.410735,https://www.facebook.com/CRDentalDallas,https://www.instagram.com/crdentaldallas,,328,,,9,no,,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Children's Dentistry of North Dallas Littles,"
8355 Walnut Hill Ln Suite 125, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-378-8868,https://www.mycdnd.com/?utm_source=GBEprompt,4.9,595,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Children%27s+Dentistry+of+North+Dallas+Littles/data=!4m7!3m6!1s0x864e9fefc3940085:0xcc1cd29153af87f9!8m2!3d32.8849951!4d-96.7605368!16s%2Fg%2F1tdlc3s7!19sChIJhQCUw--fToYR-YevU5HSHMw?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:24.913364,https://www.facebook.com/childrensdentistryofnorthdallas,https://www.instagram.com/cdnd.pediatric.dentistry,,595,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
The Dentist,"
11909 Preston Rd #264, Dallas, TX 75230, United States",Dallas Core,DFW,+1 972-499-6836,http://thedentistdallas.com/?utm_campaign=gmb,4.8,32,Dentist,Show open hours for the week,https://www.google.com/maps/place/The+Dentist/data=!4m7!3m6!1s0x864c20877b3b15a9:0xe0fb00bf43207a81!8m2!3d32.9114494!4d-96.8061523!16s%2Fg%2F1tcx_70y!19sChIJqRU7e4cgTIYRgXogQ78A--A?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:32.461553,https://www.facebook.com/pages/Seely-Kristen-DDS/126597904061477,http://instagram.com/thedentistdallas,,32,,,7,yes,Has online booking; No SSL,1,Leaky Funnel,Unknown,No reviews,,,,,,,,,,,,,,,,
Dental Design Specialists,"
6009 Belt Line Rd #224, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-934-8255,http://www.dallasddspecialists.com/,5.0,416,Prosthodontist,Show open hours for the week,https://www.google.com/maps/place/Dental+Design+Specialists/data=!4m7!3m6!1s0x864c210e1ffe1db3:0x5bfb845c10c0ab27!8m2!3d32.9543428!4d-96.8029483!16s%2Fg%2F11c6_6fxgv!19sChIJsx3-Hw4hTIYRJ6vAEFyE-1s?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:45.846774,,,,416,10,,6,no,Large team (10 doctors); No social media; No SSL; No mobile viewport,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Dental Associates Of North Dallas,"
10670 N Central Expy #525, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-341-9306,http://www.northcentraldental.com/,4.9,140,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Associates+Of+North+Dallas/data=!4m7!3m6!1s0x864e9fe0e38b17e5:0xaf5203dafc3b067!8m2!3d32.8920917!4d-96.768444!16s%2Fg%2F1v3h_d3_!19sChIJ5ReL4-CfToYRZ7DDrz0g9Qo?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:50.335941,,,,140,3,,6,no,No social media; No SSL,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Dental Attraction,"
4727 Frankford Rd Ste 333, Dallas, TX 75287, United States",Dallas Core,DFW,+1 972-733-0999,https://www.dentalattraction.com/,4.2,46,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Attraction/data=!4m7!3m6!1s0x864c23f221da3097:0xa571482a3283daff!8m2!3d32.9994828!4d-96.8259861!16s%2Fg%2F1tdp5fth!19sChIJlzDaIfIjTIYR_9qDMipIcaU?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:48:56.376590,https://www.facebook.com/DentalAttraction,https://www.instagram.com/dentalattraction,,46,2,,8,no,,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Fusion Children's Dentistry,"
19200 Preston Rd #120, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-666-4949,https://fusionpediatrics.com/,4.9,531,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Fusion+Children%27s+Dentistry/data=!4m7!3m6!1s0x864c23b455702fd7:0xea62f3e19cee9c96!8m2!3d33.00947!4d-96.7948441!16s%2Fg%2F11bbx0hyfb!19sChIJ1y9wVbQjTIYRlpzunOHzYuo?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:49:06.046326,https://www.facebook.com/fusionpediatrics,https://www.instagram.com/fusionpediatrics,,531,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Ideal Dental Lake Highlands,"
9285 Lookout Point Ste 100, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-361-2094,https://www.myidealdental.com/lake-highlands/?utm_source=organic&utm_medium=soci&utm_campaign=websiteurl,4.8,465,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ideal+Dental+Lake+Highlands/data=!4m7!3m6!1s0x864ea016707a0ffb:0x9a9dc15c48cb8960!8m2!3d32.8778749!4d-96.7334968!16s%2Fg%2F11fx_52vlq!19sChIJ-w96cBagToYRYInLSFzBnZo?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:49:17.529175,https://facebook.com/DecaDentalGroup,https://instagram.com/decadentalgroup,,465,6,,9,no,Large team (6 doctors),1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
"Smiles by Nouri: Massood S. Nouri, D.D.S.","
Keller Williams Building, 18333 Preston Rd Suite 180, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-733-0106,https://www.smilesbynouri.com/?utm_source=gmb_auth,5.0,172,Prosthodontist,Show open hours for the week,"https://www.google.com/maps/place/Smiles+by+Nouri:+Massood+S.+Nouri,+D.D.S./data=!4m7!3m6!1s0x864c23cc0110d22f:0x2a262e5eb214f450!8m2!3d33.0006165!4d-96.7972388!16s%2Fg%2F1wcxdhfl!19sChIJL9IQAcwjTIYRUPQUsl4uJio?authuser=0&hl=en&rclk=1",dentist North Dallas TX,2026-02-27T17:49:22.738890,,,,172,17,,9,yes,Has online booking; Large team (17 doctors); No social media; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Frank Rosales DDS,"
6360 Lyndon B Johnson Fwy #160, Dallas, TX 75240, United States",Dallas Core,DFW,+1 214-340-3333,http://www.frosalesdds.com/,4.9,38,Dentist,Show open hours for the week,https://www.google.com/maps/place/Frank+Rosales+DDS/data=!4m7!3m6!1s0x864c1fd74c79ec47:0x38be5c72ef4a9056!8m2!3d32.9240593!4d-96.7955348!16s%2Fg%2F1tf7bhgv!19sChIJR-x5TNcfTIYRVpBK73Jcvjg?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:49:30.675171,,,,38,13,,6,yes,Has online booking; Large team (13 doctors); No social media; No SSL; No mobile viewport; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
"Grant Parish, DDS Family Dentistry","
4222 Trinity Mills Rd #104, Dallas, TX 75287, United States",Dallas Core,DFW,+1 972-250-0900,https://www.grantparishdds.com/?utm_source=gmb_auth,4.9,107,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Grant+Parish,+DDS+Family+Dentistry/data=!4m7!3m6!1s0x864c2406d373920b:0xbd9f1e226b1b833b!8m2!3d32.9873978!4d-96.8386641!16s%2Fg%2F1td_y_jv!19sChIJC5Jz0wYkTIYRO4MbayIen70?authuser=0&hl=en&rclk=1",dentist North Dallas TX,2026-02-27T17:49:42.266595,,,,107,10,,8,yes,Has online booking; Large team (10 doctors); No social media,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
MINT dentistry | Lake Highlands,"
8630 Skillman St, Dallas, TX 75243, United States",Dallas Core,DFW,+1 972-528-0851,https://mintdentistry.com/dentist/dfw/lake-highlands,4.7,481,Doctor,Show open hours for the week,https://www.google.com/maps/place/MINT+dentistry+%7C+Lake+Highlands/data=!4m7!3m6!1s0x864ea1f83701917d:0x22604ec51a2be598!8m2!3d32.8949697!4d-96.7221351!16s%2Fg%2F11f9wq1p5l!19sChIJfZEBN_ihToYRmOUrGsVOYCI?authuser=0&hl=en&rclk=1,dentist Lake Highlands Dallas TX,2026-02-27T17:50:27.539827,https://www.facebook.com/MintDentistry,https://www.instagram.com/mintdentistry,,481,2,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Highlands Family Dentistry,"
9850 Walnut Hill Ln #423, Dallas, TX 75238, United States",Dallas Core,DFW,+1 214-491-5362,https://www.highlandsdentaldallas.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,5.0,1370,Dentist,Show open hours for the week,https://www.google.com/maps/place/Highlands+Family+Dentistry/data=!4m7!3m6!1s0x864ea18535a1232d:0x39577151c9f5f7f0!8m2!3d32.8773855!4d-96.716243!16s%2Fg%2F11hzydzwkc!19sChIJLSOhNYWhToYR8Pf1yVFxVzk?authuser=0&hl=en&rclk=1,dentist Lake Highlands Dallas TX,2026-02-27T17:50:56.229367,,,,1370,,,4,no,No social media; Thin content,1a,Leaky Funnel - No Booking,Group,No reviews,,,,,,,,,,,,,,,,
