segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id
4b,No Website + Good,ERA Automotive Service Center,"1439 Gessner Rd, Houston, TX 77080",Houston,Texas,(713) 885-8801,,4.8,103,Auto repair shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=ERA%20Automotive%20Service%20Center&query_place_id=ChIJbc-zmcPEQIYRlM5Q29C9pEQ,Northwest Houston,no,auto repair shop,auto_repair,2026-03-11T16:23:04.575Z,ChIJbc-zmcPEQIYRlM5Q29C9pEQ
4b,No Website + Good,New Prince Autos,"9725 Bissonnet St # 1, Houston, TX 77036",Houston,Texas,(713) 771-6700,,4.8,143,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=New%20Prince%20Autos&query_place_id=ChIJ60cOCKfCQIYR5-rA4C1bH98,Westside,no,auto repair shop,auto_repair,2026-03-11T16:23:05.008Z,ChIJ60cOCKfCQIYR5-rA4C1bH98
4b,No Website + Good,Adan's auto repair,"8424 S Breeze Dr # 103, Houston, TX 77071",Houston,Texas,(713) 505-7328,,4.8,27,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Adan's%20auto%20repair&query_place_id=ChIJS0Sr8zPoQIYR_vE6uUM8oxo,Brays Oaks,no,auto repair shop,auto_repair,2026-03-11T16:23:05.008Z,ChIJS0Sr8zPoQIYR_vE6uUM8oxo
4b,No Website + Good,Pintos Auto Shop LLC,"7740 W Indian School Rd #5B, Phoenix, AZ 85033",Phoenix,Arizona,(602) 332-3159,,4.8,26,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Pintos%20Auto%20Shop%20LLC&query_place_id=ChIJbQRm3aQVK4cRQlmz5fX2Gjw,National Emblem West,no,auto repair shop,auto_repair,2026-03-11T16:22:19.718Z,ChIJbQRm3aQVK4cRQlmz5fX2Gjw
4b,No Website + Good,MHS Auto Repair,"6425 W Van Buren St a, Phoenix, AZ 85043",Phoenix,Arizona,(623) 478-9047,,4.8,12,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=MHS%20Auto%20Repair&query_place_id=ChIJMzLuw7EVK4cRhgTGvLdiv7w,Van Buren Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:19.723Z,ChIJMzLuw7EVK4cRhgTGvLdiv7w
4b,No Website + Good,Eric Auto Repair and Sales LLC,"2117 W Camelback Rd, Phoenix, AZ 85015",Phoenix,Arizona,(623) 792-0896,,4.8,90,"Auto repair shop, Brake shop, Oil change service, Smog inspection station, Transmission shop",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Eric%20Auto%20Repair%20and%20Sales%20LLC&query_place_id=ChIJMcsA8CQTK4cRnE7Ts0HURcY,Alhambra,no,auto repair shop,auto_repair,2026-03-11T16:22:25.633Z,ChIJMcsA8CQTK4cRnE7Ts0HURcY
4b,No Website + Good,4J's Auto Repair,"7823 N 27th Ave, Phoenix, AZ 85051",Phoenix,Arizona,(602) 242-3941,,4.8,98,Auto repair shop,Monday: 7:30 AM to 4:30 PM | Tuesday: 7:30 AM to 4:30 PM | Wednesday: 7:30 AM to 4:30 PM | Thursday: 7:30 AM to 4:30 PM | Friday: 7:30 AM to 4:30 PM | Saturday: 7:30 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=4J's%20Auto%20Repair&query_place_id=ChIJISYQJ1ptK4cR2s5mrUoKrbU,Alhambra,no,auto repair shop,auto_repair,2026-03-11T16:22:25.634Z,ChIJISYQJ1ptK4cR2s5mrUoKrbU
4b,No Website + Good,Fenix Auto Repair and Auto Body,"4001 S Central Ave, Phoenix, AZ 85040",Phoenix,Arizona,(602) 405-8813,,4.8,24,Auto body shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Fenix%20Auto%20Repair%20and%20Auto%20Body&query_place_id=ChIJpxrOjbcRK4cRp0MW7Lb04T4,Eleven Palms,no,auto repair shop,auto_repair,2026-03-11T16:22:32.646Z,ChIJpxrOjbcRK4cRp0MW7Lb04T4
4b,No Website + Good,All Out Auto Repair LLC,"335 N 25th Ave A, Phoenix, AZ 85009",Phoenix,Arizona,(623) 204-4001,,4.8,24,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=All%20Out%20Auto%20Repair%20LLC&query_place_id=ChIJb5fYvtwTK4cRf0WVoXuNn64,Wood Place,no,auto repair shop,auto_repair,2026-03-11T16:22:33.089Z,ChIJb5fYvtwTK4cRf0WVoXuNn64
4b,No Website + Good,RAFI AUTO REPAIR,"4202E E University Dr, Phoenix, AZ 85034",Phoenix,Arizona,(602) 775-4492,,4.8,61,"Auto repair shop, Car repair and maintenance service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=RAFI%20AUTO%20REPAIR&query_place_id=ChIJWTvM8aHKD4gRhFFpJrCJXgY,Okemah Haven,no,auto repair shop,auto_repair,2026-03-11T16:22:33.683Z,ChIJWTvM8aHKD4gRhFFpJrCJXgY
4b,No Website + Good,Chukis Auto Repair,"2301 N 27th Ave Unit #6, Phoenix, AZ 85009",Phoenix,Arizona,(602) 488-1459,https://www.facebook.com/pages/El-Chukii-Auto-Repair/231951923532132?ref=br_tf,4.8,70,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chukis%20Auto%20Repair&query_place_id=ChIJYVJwFeAUK4cRIKmLtKEFPUI,Grand Central Industrial District,no,auto repair shop,auto_repair,2026-03-11T16:22:34.277Z,ChIJYVJwFeAUK4cRIKmLtKEFPUI
4b,No Website + Good,Rogel's Auto Alignment LLC,"1406 E Washington St, Phoenix, AZ 85034",Phoenix,Arizona,(602) 254-3058,,4.8,250,"Auto repair shop, Auto air conditioning service, Wheel alignment service, Auto tune up service, Brake shop, Mechanic, Muffler shop",Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9:30 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Rogel's%20Auto%20Alignment%20LLC&query_place_id=ChIJSbP_2wESK4cRCADJKMgByt0,Eastlake Park,no,auto repair shop,auto_repair,2026-03-11T16:22:34.756Z,ChIJSbP_2wESK4cRCADJKMgByt0
4b,No Website + Good,Feliciano's Tire Shop Vic's Complete Auto Repair,"1505 E Broadway Rd, Phoenix, AZ 85040",Phoenix,Arizona,,,4.8,15,Tire shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 5:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Feliciano's%20Tire%20Shop%20Vic's%20Complete%20Auto%20Repair&query_place_id=ChIJx2jvONURK4cRo2U9IgZpeOg,Pomona Place,no,auto repair shop,auto_repair,2026-03-11T16:22:38.901Z,ChIJx2jvONURK4cRo2U9IgZpeOg
4b,No Website + Good,G & S Auto Care,"13601 N 32nd St, Phoenix, AZ 85032",Phoenix,Arizona,(602) 482-2130,,4.8,85,"Auto repair shop, Auto air conditioning service, Mechanic, Diagnostic center, Oil change service, Small engine repair service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=G%20%26%20S%20Auto%20Care&query_place_id=ChIJ7bilHTpyK4cRSkvH4EP0Ug8,Paradise Valley Oasis,no,auto repair shop,auto_repair,2026-03-11T16:22:41.097Z,ChIJ7bilHTpyK4cRSkvH4EP0Ug8
4b,No Website + Good,Skip's Auto,"3201 W Buckeye Rd, Phoenix, AZ 85009",Phoenix,Arizona,(602) 256-7015,,4.8,34,Auto repair shop,Monday: 10 AM to 6:30 PM | Tuesday: 10 AM to 6:30 PM | Wednesday: 10 AM to 6:30 PM | Thursday: 10 AM to 6:30 PM | Friday: 10 AM to 6:30 PM | Saturday: 10 AM to 6:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Skip's%20Auto&query_place_id=ChIJT3niJdURK4cRfYHbOzbhIcs,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:43.170Z,ChIJT3niJdURK4cRfYHbOzbhIcs
4b,No Website + Good,SERVICE FIRST AUTO REPAIR,"11017 N 19th Ave, Phoenix, AZ 85029",Phoenix,Arizona,(602) 788-7833,,4.8,51,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=SERVICE%20FIRST%20AUTO%20REPAIR&query_place_id=ChIJM_oiOQ1yK4cRoV95ATb40CI,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:45.396Z,ChIJM_oiOQ1yK4cRoV95ATb40CI
4b,No Website + Good,Ha Auto Repair,"7 E Hatcher Rd, Phoenix, AZ 85020",Phoenix,Arizona,(602) 944-1885,,4.8,27,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Ha%20Auto%20Repair&query_place_id=ChIJkQKkcA1tK4cR3BGX8mM5vyc,Mcewen,no,auto repair shop,auto_repair,2026-03-11T16:22:46.391Z,ChIJkQKkcA1tK4cR3BGX8mM5vyc
4b,No Website + Good,"Quick Auto Repair General, Diesel, & Electrical service","714 E Hatcher Rd, Phoenix, AZ 85020",Phoenix,Arizona,(602) 551-0375,,4.8,25,Mechanic,Monday: 7 AM to 5 PM | Tuesday: 7 AM to 5 PM | Wednesday: 7 AM to 5 PM | Thursday: 7 AM to 5 PM | Friday: 7 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Quick%20Auto%20Repair%20General%2C%20Diesel%2C%20%26%20Electrical%20service&query_place_id=ChIJuT_vyINtK4cRhp0kz2zNEUo,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:47.424Z,ChIJuT_vyINtK4cRhp0kz2zNEUo
4b,No Website + Good,Chuck's Auto,"4545 N 7th St #3827, Phoenix, AZ 85014",Phoenix,Arizona,(602) 433-0518,,4.8,64,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chuck's%20Auto&query_place_id=ChIJ-4ITUJESK4cRi0Dij9cOmUs,Camelback East Village,no,auto repair shop,auto_repair,2026-03-11T16:22:47.425Z,ChIJ-4ITUJESK4cRi0Dij9cOmUs
4b,No Website + Good,Flop Shop Automotive,"4019 N 10th St, Phoenix, AZ 85014",Phoenix,Arizona,(623) 332-6854,,4.8,72,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=Flop%20Shop%20Automotive&query_place_id=ChIJ8cUBL6pvK4cR-YbwibRCOt8,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:48.530Z,ChIJ8cUBL6pvK4cR-YbwibRCOt8
4b,No Website + Good,Spooners Auto,"16637 North 21st St, Phoenix, AZ 85022",Phoenix,Arizona,(602) 485-7744,,4.8,105,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Spooners%20Auto&query_place_id=ChIJYQltEeZxK4cRvX_iqgpdNCE,Paradise Valley Village,no,auto repair shop,auto_repair,2026-03-11T16:22:48.966Z,ChIJYQltEeZxK4cRvX_iqgpdNCE
4b,No Website + Good,Automotive Experts,"17007 N 26th St, Phoenix, AZ 85032",Phoenix,Arizona,(623) 780-9066,,4.8,28,Auto repair shop,Monday: 9 AM to 5:30 PM | Tuesday: 9 AM to 5:30 PM | Wednesday: 9 AM to 5:30 PM | Thursday: 9 AM to 5:30 PM | Friday: 9 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Automotive%20Experts&query_place_id=ChIJI1R2cmRvK4cRF1Vkw3qM9_s,Paradise Valley Village,no,auto repair shop,auto_repair,2026-03-11T16:22:50.296Z,ChIJI1R2cmRvK4cRF1Vkw3qM9_s
4b,No Website + Good,KELLY CASTLE AUTOMOTIVE,"15681 N Cave Creek Rd #1, Phoenix, AZ 85032",Phoenix,Arizona,(602) 430-6616,,4.8,90,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=KELLY%20CASTLE%20AUTOMOTIVE&query_place_id=ChIJWdqoYPFxK4cR8Wj9pLIfymI,Paradise Valley Village,no,auto repair shop,auto_repair,2026-03-11T16:22:50.297Z,ChIJWdqoYPFxK4cR8Wj9pLIfymI
4b,No Website + Good,Houston Mobile mechanic,"2909 Hillcroft Ave, Houston, TX 77057, USA",Houston,TX,(832) 804-5629,,4.8,96,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 8:00 PM,https://maps.google.com/?cid=6749287201832724877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"car mechanic Houston, TX",auto_repair,2026-03-11T15:48:02.828581,ChIJlaCnlM7DQIYRjWlUaPNIql0
4b,No Website + Good,Houston Mobile Mechanic & Diesel Repair llc,"3105 Norfolk St, Houston, TX 77098, USA",Houston,TX,(832) 249-1533,,4.8,405,"auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=16172382930587708651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"car mechanic Houston, TX",auto_repair,2026-03-11T15:48:02.828587,ChIJcV_ilnrBQIYR62xFJZfYb-A
4b,No Website + Good,Old Katy Car Care,"27233 Hwy Blvd, Katy, TX 77494, USA",Houston,TX,(281) 848-9825,,4.8,156,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4684177967334851663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Katy, TX",auto_repair,2026-03-11T15:48:17.461383,ChIJM4ALJiQkQYYRT4S0HwuLAUE
4b,No Website + Good,Earl's Auto Fix It,"127 Fresa Rd, Pasadena, TX 77502, USA",Houston,TX,(713) 944-7685,,4.8,59,"car_repair, point_of_interest, service, establishment","Monday: 8:00 AM – 12:00 PM, 1:30 – 5:30 PM | Tuesday: 8:00 AM – 12:00 PM, 1:30 – 5:30 PM | Wednesday: 8:00 AM – 12:00 PM, 1:30 – 5:30 PM | Thursday: 8:00 AM – 12:00 PM, 1:30 – 5:30 PM | Friday: 8:00 AM – 12:00 PM, 1:30 – 5:30 PM | Saturday: Closed | Sunday: Closed",https://maps.google.com/?cid=886637018867645055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Pasadena, TX",auto_repair,2026-03-11T15:48:25.906344,ChIJExGEghKYQIYRfzpRyqv3TQw
4b,No Website + Good,Pas Auto Repair,"1302 S Houston Rd, Pasadena, TX 77502, USA",Houston,TX,(713) 477-1730,,4.8,27,"car_repair, service, point_of_interest, establishment",,https://maps.google.com/?cid=15387977557578425768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto service center Pasadena, TX",auto_repair,2026-03-11T15:48:32.717094,ChIJAZ5R3quiQIYRqCUlQw8UjdU
4b,No Website + Good,Auto EMS 車房仔,"2335 Old Mill Rd, Sugar Land, TX 77478, USA",Houston,TX,(281) 933-8888,,4.8,170,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=1535496972584036010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Sugar Land, TX",auto_repair,2026-03-11T15:48:34.192843,ChIJhQYHwt_dQIYRqiaPdFwuTxU
4b,No Website + Good,Quick Auto Service & State Inspection,"14009-B, 14009 FM 1464 D, Sugar Land, TX 77498, USA",Houston,TX,(832) 382-4155,,4.8,291,"car_repair, point_of_interest, service, establishment",Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: 8:30 AM – 4:30 PM | Sunday: Closed,https://maps.google.com/?cid=12469657232009236919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Sugar Land, TX",auto_repair,2026-03-11T15:48:34.192882,ChIJK6hfcgbhQIYRt5HKeC8fDa0
4b,No Website + Good,J P Auto Body,"15608 Boss Gaston Rd, Sugar Land, TX 77498, USA",Houston,TX,(281) 564-2552,,4.8,23,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 5:30 PM | Tuesday: 8:00 AM – 5:30 PM | Wednesday: 8:00 AM – 5:30 PM | Thursday: 8:00 AM – 5:30 PM | Friday: 8:00 AM – 5:30 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=1613703865812854403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Sugar Land, TX",auto_repair,2026-03-11T15:48:37.417952,ChIJsQ1z8x3eQIYRgyZzvh0HZRY
4b,No Website + Good,Imports & American Auto Services,"304 N Center St, Mesa, AZ 85201, USA",Phoenix,AZ,(480) 969-3311,,4.8,216,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=2765805793871108195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Mesa, AZ",auto_repair,2026-03-11T15:49:05.125904,ChIJ_V9Gy8GnK4cRY5hnNbcdYiY
4b,No Website + Good,Affordable Mobile Mechanic,"6223 E Rochelle St, Mesa, AZ 85215, USA",Phoenix,AZ,(602) 698-2987,,4.8,208,"car_repair, service, point_of_interest, establishment",Monday: 5:30 AM – 6:00 PM | Tuesday: 5:30 AM – 8:00 PM | Wednesday: 5:00 AM – 8:30 PM | Thursday: 6:00 AM – 6:00 PM | Friday: 6:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=2742809606178871184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Mesa, AZ",auto_repair,2026-03-11T15:49:05.125953,ChIJ6aPnDB2lK4cRkBfSBs5qECY
4b,No Website + Good,Rodriguez Auto Body,"18 N Brooks, Mesa, AZ 85201, USA",Phoenix,AZ,(480) 275-6593,,4.8,50,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 10:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=10582176994398130905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Mesa, AZ",auto_repair,2026-03-11T15:49:08.070031,ChIJDbXOIhkIK4cR2VJp3ehx25I
4b,No Website + Good,C.A.R.S. Auto Repair,"7543 N 67th Ave #2, Glendale, AZ 85301, USA",Phoenix,AZ,(623) 931-8000,,4.8,71,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=6879822936131318484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Glendale, AZ",auto_repair,2026-03-11T15:49:13.042029,ChIJZ1D4H_hqK4cR1DKxcYIKel8
4b,No Website + Good,J J Auto Repair and Collision,"4505 W Glendale Ave suite B, Glendale, AZ 85301, USA",Phoenix,AZ,(623) 934-2886,,4.8,87,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 4:30 PM | Tuesday: 8:00 AM – 4:30 PM | Wednesday: 8:00 AM – 4:30 PM | Thursday: 8:00 AM – 4:30 PM | Friday: 8:00 AM – 4:30 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=9419577384314723015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Glendale, AZ",auto_repair,2026-03-11T15:49:13.042117,ChIJhRW8QkprK4cRx9phVrkPuYI
4b,No Website + Good,Repair Right Auto Service Llc,"16628 Lee Rd, Humble, TX 77396",Humble,Texas,(832) 957-3531,https://www.facebook.com/repairrightautoservice/,4.7,35,Auto repair shop,Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Repair%20Right%20Auto%20Service%20Llc&query_place_id=ChIJ_zrhBDOzQIYRxBIQBJgagDc,Iah / Airport Area,no,auto repair shop,auto_repair,2026-03-11T16:22:09.962Z,ChIJ_zrhBDOzQIYRxBIQBJgagDc
